name,from,address,square_metre,price,total_price,fellesutg,owner?,type,rooms_amount,visning,link
2-roms med garasje og lekker utsikt |  Meget sentral og lave kostnader | Perfekt for studenter og førstegangskjøpere,Nordic Bolig Bergen,"Søndre Skogveien 37A, Bergen",28,2380000,2448320,500,Eier (Selveier),Leilighet,1,Visning etter avtale,https://www.finn.no/realestate/homes/ad.html?finnkode=308210250
Unik studioleilighet midt i smørøyet! Perfekt førstegangskjøp. Lave mnd. kostnader. Ingen dokumentavgift.,Himla Eiendomsmegling,"Skivebakken 19, Bergen",15,1550000,1588756,3352,Andel,Leilighet,0,"26. juli, kl 14:15",https://www.finn.no/realestate/homes/ad.html?finnkode=308257669
Høyden - Herlig bygårdsleilighet i rolige omgivelser på Høyden. Sentral beliggenhet og mulighet for utleie!,Aktiv Bergen Sentrum,"Fosswinckels gate 38, Bergen",139,10500000,10775542,2396,Eier (Selveier),Leilighet,3,Visning etter avtale,https://www.finn.no/realestate/homes/ad.html?finnkode=308158542
Spennende bolig med 3 leiligheter og gode utleiemuligheter | Urban beliggenhet | Balkonger |,Eigedomsmekling Sogn Og Fjordane As - Avd. Bergen,"Lindebergsmauet 2, Bergen",225,10900000,11185842,0,Eier (Selveier),Enebolig,0,Visning etter avtale,https://www.finn.no/realestate/homes/ad.html?finnkode=308237602
Sentrum - Sentralt beliggende 2-roms eierleilighet i smaubebyggelse like ved Fløybanen,Krogsveen Bergen Sentrum,"Øvre Hamburgersmauet 2C, Bergen",52,2940000,3014670,225,Eier (Selveier),Leilighet,1,Visning etter avtale,https://www.finn.no/realestate/homes/ad.html?finnkode=273130308
"Dokken - Særdeles attraktiv leilighet med balkong, sjøutsikt og heis! Vesentlig oppgradert i 2020. Mulighet for et ekstra rom",Nordvik Bergen,"Torborg Nedreaas' gate 20, Bergen",60,3450000,3639343,4441,Aksje,Leilighet,1,Visning etter avtale,https://www.finn.no/realestate/homes/ad.html?finnkode=308016938
"Pen 3- roms leilighet, like sør for sentrum. Gangavstand til studiestedet, sentrum og Haukeland sykehus.",Proaktiv Småstrandgaten,"Møllendalsbakken 2A, Bergen",57,3190000,3198032,3988,Andel,Leilighet,2,Visning etter avtale,https://www.finn.no/realestate/homes/ad.html?finnkode=308033217
"Møhlenpris | Super 3-roms leilighet med stor, solrik balkong. Meget attraktivt område og heis i bygget.",EIE eiendomsmegling Bergen Sentrum,"Konsul Børs' gate 35, Bergen",76,4890000,5188827,4418,Eier (Selveier),Leilighet,2,Visning etter avtale,https://www.finn.no/realestate/homes/ad.html?finnkode=308013458
Sentrum | Stor og flott 4-roms bygårdsleilighet midt i smørøyet! Perfekt for studenten med gode utleiemuligheter.,EIE eiendomsmegling Bergen Sentrum,"Neumanns gate 16, Bergen",84,5250000,5504726,2100,Eier (Selveier),Leilighet,3,Visning etter avtale,https://www.finn.no/realestate/homes/ad.html?finnkode=308000634
"SOLHEIM - Toppleilighet over 2 plan med balkong | Eksklusiv bruksrett på garasje | Kort vei til BI, UiB, HVL og sentrum.",ZMegleren AS,"Rogagaten 49, Bergen",97,4100000,4211492,2000,Eier (Selveier),Leilighet,2,"26. juli, kl 14:30",https://www.finn.no/realestate/homes/ad.html?finnkode=307938885
Nordnes - Romantisk kveldstur i Nordnesparken. Morgenbad i Nordnes sjøbad. Klassisk bygårdsleilighet som garantert vil begeistre!,Proaktiv Småstrandgaten,"Tidemands gate 1, Bergen",85,5400000,5548396,1200,Eier (Selveier),Leilighet,2,"27. juli, kl 15:00",https://www.finn.no/realestate/homes/ad.html?finnkode=307918954
Fjellsiden/Starefossen - Halvpart av tomannsbolig i populært område | Flere uteplasser med flott utsikt | 2 Parkeringsplasser| Hybel i u.etg,DNB Eiendom AS,"Nystuveien 31A, Bergen",143,7990000,8191092,0,Eier (Selveier),Tomannsbolig,0,Visning etter avtale,https://www.finn.no/realestate/homes/ad.html?finnkode=307861683
"Solheimsviken - Arealeffektiv og sentrumsnær 3-roms leilighet. Balkong. Like ved Damsgårdssundet, butikk og buss.",Himla Eiendomsmegling,"Vikens gate 22, Bergen",49,2850000,2922420,1201,Eier (Selveier),Leilighet,2,Visning etter avtale,https://www.finn.no/realestate/homes/ad.html?finnkode=307873552
"Danmarksplass - Sentrumsnær 3-roms leilighet over to plan med to romslige soverom, pent kjøkken og kort vei til alt! Ingen dok.avgift.",Kaland & Partners - Torgallmenningen Eiendomsmegling,"Rogagaten 11G, Bergen",75,2790000,2964482,4200,Andel,Leilighet,2,"27. juli, kl 14:00",https://www.finn.no/realestate/homes/ad.html?finnkode=301931908
Kronstad - Innholdsrik leilighet med felles parkering og uteplass. Like ved Bybanen og HVL. Ekstra kontor.,Himla Eiendomsmegling,"Bjørnsons gate 21, Bergen",60,3290000,3491290,2500,Eier (Selveier),Leilighet,1,Visning etter avtale,https://www.finn.no/realestate/homes/ad.html?finnkode=307429970
Idylliske Sandviken - Nydelig townhouse over tre plan med moderne kvaliteter i skjønn harmoni med ærverdige detaljer. Her vil du bo!,Proaktiv Småstrandgaten,"Repslagergaten 19E, Bergen",56,4290000,4410646,1000,Eier (Selveier),Leilighet,1,Visning etter avtale,https://www.finn.no/realestate/homes/ad.html?finnkode=307373598
Laksevåg - Nyoppusset leilighet med sentral beliggenhet - Balkong på 4m² - To stuer - Nydelig utsikt mot byfjorden og byfjellene,Kaland & Partners - Torgallmenningen Eiendomsmegling,"Fyllingsveien 20, Laksevåg",64,2990000,3075992,0,Eier (Selveier),Leilighet,1,Visning etter avtale,https://www.finn.no/realestate/homes/ad.html?finnkode=307320029
Årstad - Meget pen 3 roms i praktfull murgård. Sørvendt og solrik balkong. Renovert i 2012 med god standard.,DNB Eiendom AS,"Lappen 19, Bergen",66,4190000,4296092,750,Eier (Selveier),Leilighet,2,Visning etter avtale,https://www.finn.no/realestate/homes/ad.html?finnkode=303411129
BERGEN SENTRUM - Romslig 3-r leilighet med balkong i hjertet av Bergen Sentrum. Varmtvann inkl. i husleien.,W Eiendomsmegling Bergen Sentrum As,"Jonas Reins gate 5, Bergen",59,4225500,4346307,3507,Eier (Selveier),Leilighet,2,Visning etter avtale,https://www.finn.no/realestate/homes/ad.html?finnkode=267756555
Supersentral 3- romsleilighet. Gangavstand til alt av studiesteder. Nytt bad i 2023. Solrik uteplass.,Proaktiv Småstrandgaten,"Bredalsmarken 1, Bergen",66,3000000,3283661,5064,Andel,Leilighet,2,"26. juli, kl 14:00",https://www.finn.no/realestate/homes/ad.html?finnkode=307197797
"Kronstad - Like ved Høgskolen i Bergen. - Lys og stilfull 3-roms med solrik balkong. Kort vei til utdanningsinstitusjoner Bybanen, Bergen sentrum og byfjellene.",DNB Eiendom AS,"St. Olavs vei 55, Bergen",63,3150000,3447140,5100,Andel,Leilighet,2,Visning etter avtale,https://www.finn.no/realestate/homes/ad.html?finnkode=306943471
"Sentrum - Gågaten | Strøken 3-roms med nyere kjøkken, god standard og optimal planløsning.",EIE eiendomsmegling Bergen Sentrum,"Strandgaten 58, Bergen",74,4250000,4365270,1694,Eier (Selveier),Leilighet,2,Visning etter avtale,https://www.finn.no/realestate/homes/ad.html?finnkode=307080705
"Solheimsviken - Pen 2-roms leilighet med sentrumsnær beliggenhet. Balkong med flott utsikt. Like ved BI, buss og butikk!",Himla Eiendomsmegling,"Nordre Skogveien 71, Bergen",48,3090000,3176920,1000,Eier (Selveier),Leilighet,1,Visning etter avtale,https://www.finn.no/realestate/homes/ad.html?finnkode=306920184
"Kronstadparken | Svært påkostet toppleilighet fra 2022. Stor balkong, to garasjeplasser m/lading. Heis i bygget.",EIE eiendomsmegling Bergen Sentrum,"Inger Bang Lunds vei 9, Bergen",143,12990000,13323770,3550,Eier (Selveier),Leilighet,3,Visning etter avtale,https://www.finn.no/realestate/homes/ad.html?finnkode=297045600
Sandviken - Meget attraktivt bolighus med 3 hybler. God standard. Sentrumsnært.,Aktiv Laguneparken,"Ladegårdsveiten 14, Bergen",220,10900000,11213642,0,Eier (Selveier),Enebolig,5,Visning etter avtale,https://www.finn.no/realestate/homes/ad.html?finnkode=299277369
"Bergen Sentrum - Toppleilighet midt i Bergen sentrum ved kinoen! ""alt"" rett utenfor døren, og samtidig tilbaketrukket i rolig bakgård.",Krogsveen Bergen Sentrum,"Sverres gate 24B, Bergen",54,3850000,3953435,3022,Eier (Selveier),Leilighet,2,Visning etter avtale,https://www.finn.no/realestate/homes/ad.html?finnkode=306438277
Møhlenpris - Stilren 3-roms leilighet med sentrumsnær beliggenhet på populære Møhlenpris! Nyoppusset i 2022 med flotte kvaliteter!,Nordic Bolig Bergen,"Konsul Børs gate 15, Bergen",63,3200000,3684175,6884,Aksje,Leilighet,2,Visning etter avtale,https://www.finn.no/realestate/homes/ad.html?finnkode=303023772
3-roms eierleilighet m/egen uteplass i supersentral bygård. Unik leil. med originale detaljer. Gate med lite trafikk.,Kaland & Partners - Torgallmenningen Eiendomsmegling,"Rosenbergsgaten 4, Bergen",54,3490000,3588492,1200,Eier (Selveier),Leilighet,1,Visning i dag kl 12:15,https://www.finn.no/realestate/homes/ad.html?finnkode=306268782
Fjellsiden | Ærverdig villa i attraktivt strøk | Praktfulle sol- og utsiktsforhold | Hage |Flere uteplasser| Garasje,DNB Eiendom AS,"Washingtons vei 10, Bergen",265,12900000,13223842,0,Eier (Selveier),Enebolig,4,Visning etter avtale,https://www.finn.no/realestate/homes/ad.html?finnkode=305708735
DAMSGÅRD | Flott 3-roms selveierleilighet med meget sentral beliggenhet. Stort loftsrom!,Eiendomsmegler Vest Bergen Sentrum,"Carl Konows gate 49, Laksevåg",63,2990000,3076420,1650,Eier (Selveier),Leilighet,2,Visning etter avtale,https://www.finn.no/realestate/homes/ad.html?finnkode=305805583
Damsgård - Lekker 3-roms eierleilighet ved bryggekanten i Damsgårdssundet | Mulighet for kjøp av båtplass | Parkering i nabobygg,Kaland & Partners - Vestland Eiendomsmegling,"Damsgårdsveien 41, Bergen",87,7100000,7296511,2910,Eier (Selveier),Leilighet,2,Visning etter avtale,https://www.finn.no/realestate/homes/ad.html?finnkode=305724251
Landås - Rekkehus med gode sol- og utsiktsforhold | Garasje | Hage og terrasse,Fana Sparebank Eiendom,"Lægdesvingen 72 C, Bergen",117,5990000,6154220,0,Eier (Selveier),Rekkehus,3,Visning etter avtale,https://www.finn.no/realestate/homes/ad.html?finnkode=302907592
Sandviken - Frittliggende og meget sjarmerende enebolig med idyllisk parkområde som nærmeste nabo og Sandvikstorget rett over gaten.,DNB Eiendom AS,"Sandviksveien 43B, Bergen",75,5200000,5331342,0,Eier (Selveier),Enebolig,2,Visning etter avtale,https://www.finn.no/realestate/homes/ad.html?finnkode=305582715
Laksevåg | Rålekker sentral 4-roms leilighet med høy standard! Nyoppusset i 2023. Balkong med flott utsikt! IN-ordning.,EIE eiendomsmegling Bergen Vest,"Vågedalen 33, Laksevåg",91,2290000,3738633,11201,Andel,Leilighet,3,Visning etter avtale,https://www.finn.no/realestate/homes/ad.html?finnkode=305524966
Nordnes | Sjarmerende leil m/god planløsning og fine oppgraderinger! Mulighet for parkering og gåavstand til sentrum,EIE eiendomsmegling Bergen Sentrum,"Strandgaten 204, Bergen",35,2890000,2971270,1359,Eier (Selveier),Leilighet,1,Visning etter avtale,https://www.finn.no/realestate/homes/ad.html?finnkode=305491824
SANDVIKEN / BREISTØLEN - Nydelig 3-roms utsiktsleilighet | Stor vestvendt terrasse med optimale solforhold | Nyere kjøkken | Peis | Høyt og fritt,DNB Eiendom AS,"Breistølen 36, Bergen",65,3890000,3988592,1500,Eier (Selveier),Leilighet,2,Visning etter avtale,https://www.finn.no/realestate/homes/ad.html?finnkode=274515364
Bergen sentrum / Kalfaret - Nyoppført og meget moderne 3 roms eierleil. i 6.etasje. Innglasset balkong med gode solforhold og nydelig utsikt.,PrivatMegleren Vikebø & Jørgensen Nybygg,"Kalfarveien 20D, Bergen",79,7990000,8031662,2395,Eier (Selveier),Leilighet,2,Visning etter avtale,https://www.finn.no/realestate/homes/ad.html?finnkode=256037041
STORHAUGEN / ÅRSTAD - Vakker og sjelden useksjonert eiendom med to store leiligheter. Mulighet for gode leieinntekter. Fasjonabelt område.,Eiendomsmegler Vest Nesttun,"Storhaugen 19, Bergen",210,14500000,14851770,0,Eier (Selveier),Enebolig,6,Visning etter avtale,https://www.finn.no/realestate/homes/ad.html?finnkode=303273770
Minde - Flott 3-roms hjørneleilighet med fin utsikt og god beliggenhet. Bussholdeplass like ved. Nærhet til studieinstitusjoner.,PrivatMegleren Vikebø & Jørgensen,"Kristian Bings vei 7, Bergen",65,2690000,2781435,4500,Aksje,Leilighet,2,0,https://www.finn.no/realestate/homes/ad.html?finnkode=311281052
Bergen Sentrum - Innholdsrik og romslig toppleilighet over 2 plan med loftstue og tilhørende takterrasse sentralt i Bergen sentrum,Krogsveen Bergen Sentrum,"Johannes Bruns gate 4, Bergen",108,6250000,6407420,1890,Eier (Selveier),Leilighet,2,Visning etter avtale,https://www.finn.no/realestate/homes/ad.html?finnkode=302098646
Stor nyoppusset selveierleilighet på Laksevåg - Flott utsikt!,EIE eiendomsmegling Fagerborg,"Lille Damsgårdsveien 44A, Laksevåg",90,3800000,3904020,1688,Eier (Selveier),Leilighet,3,Visning etter avtale,https://www.finn.no/realestate/homes/ad.html?finnkode=301948124
Damsgårdssundet |  Parkeringsplass med el-bil lader. Månedsabonnoment på lading. Nærhet til flere boligkompleks.,EIE eiendomsmegling Bergen Sør,"Damsgårdsveien 40, Bergen",0,400000,411370,562,Eier (Selveier),Garasje/Parkering,0,Visning etter avtale,https://www.finn.no/realestate/homes/ad.html?finnkode=301652020
Kronstad | Lys og modernisert toppleilighet med populær beliggenhet. Felles parkeringsplass for sameiet.,EIE eiendomsmegling Bergen Sentrum,"Hunstadsvingen 7, Bergen",60,3490000,3586270,1200,Eier (Selveier),Leilighet,3,Visning etter avtale,https://www.finn.no/realestate/homes/ad.html?finnkode=271542767
"Smakfull, splitter ny 4-roms penthouse fra 2021 med vestvendt takterrasse på 75 kvm. Heis og mulighet for p-plass.",PrivatMegleren Vikebø & Jørgensen Nybygg,"Fabrikkgaten 7B, Bergen",111,10990000,11046110,4905,Eier (Selveier),Leilighet,3,Visning etter avtale,https://www.finn.no/realestate/homes/ad.html?finnkode=238840766
"Sandviken | Stor 5-romsleilighet, ypperlig for studenter. Lei ut rom og bo billig! God standard, nærme NHH, UIB og BI!",EIE eiendomsmegling Bergen Sentrum,"Nye Sandviksveien 56, Bergen",88,4490000,4841532,5531,Andel,Leilighet,4,Visning etter avtale,https://www.finn.no/realestate/homes/ad.html?finnkode=299404379
Damsgårdsveien: Garasjeplass i Skarven Sameie Parkering - plass nr. 54 i Multiparkeringsanlegg.,Proaktiv Sandviken,"Damsgårdsveien 50, Bergen",0,300000,308842,599,Eier (Selveier),Andre,0,Visning etter avtale,https://www.finn.no/realestate/homes/ad.html?finnkode=291699427
Bergen/Sandviken - Leilighet over 2 plan i et rolig boligstrøk. Kort vei til sentrum og til flotte fjellturer i Stoltzen / Fløyen.,DNB Eiendom AS,"Øvre Sandviksveien 7, Bergen",72,3600000,3691342,512,Eier (Selveier),Leilighet,2,Visning etter avtale,https://www.finn.no/realestate/homes/ad.html?finnkode=272110744
Mølleneset: Prosjektert 3-roms leilighet med attraktiv beliggenhet i sjøkanten med gode solforhold.,Aktiv Prosjektmegling ,"Møllendalsveien 64 - C-303, Bergen",74,7950000,1998,0,Eier (Selveier),Leilighet,2,Visning etter avtale,https://www.finn.no/realestate/homes/ad.html?finnkode=280409706
Årstad - Garasjeplass nær Haukeland sykehus m opplegg for EL-lader og fjernstyrt åpner,Privat,"Nattlandsveien 8, Bergen",12,300000,308085,250,Eier (Selveier),Garasje/Parkering,0,Visning etter avtale,https://www.finn.no/realestate/homes/ad.html?finnkode=274017140
Verftet - Familie-Hus på Verftet / Nordnes til salgs,Privat,"Verftsmuget 3, Bergen",150,7800000,7825000,0,Eier (Selveier),Enebolig,5,0,https://www.finn.no/realestate/homes/ad.html?finnkode=202416533
